"x" "y"
"1" 9.00479591316544 8.26961969994009
"2" 2.01386282467283 1.624157922226
"3" 8.93214921203908 8.36441072286107
"4" 9.41548316113185 4.62807502136566
"5" 6.81322281721514 7.69576365207322
"6" 6.22213059277274 9.11583959567361
"7" 0.622638079617173 1.74183389917016
"8" 2.01314165338408 5.92520097973756
"9" 1.79815634603146 6.50943902677391
"10" 6.83270137268119 7.08277177696582
"11" 3.85069394970778 4.15253055037465
"12" 7.66814425147604 9.86677476274781
"13" 0.809916910319589 8.04082777597941
"14" 7.1118902558228 7.684258990339
"15" 9.90504396595061 1.97373054679483
"16" 3.89292539197486 0.0348224401008338
"17" 7.76737122328486 7.49489381774329
"18" 9.30948578554671 4.76466791899875
"19" 2.14925961208064 2.10352777668741
"20" 6.54615518406499 1.65964484557044
"21" 1.23752165308688 5.54153180015273
"22" 2.69910992195364 7.20768970381468
"23" 3.81763507137075 6.15280488792341
"24" 0.181343520851806 3.39623333085328
"25" 8.10684466371313 8.57087400511373
"26" 4.3400449746754 8.35534757035784
"27" 3.41411443257239 0.324295660899952
"28" 7.51933098623995 9.47780425290111
"29" 5.98413517167792 9.56519409434404
"30" 4.97199139883742 3.58302457039244
"31" 1.82672120830975 6.26485509474296
"32" 3.74950016448274 9.24798357943073
"33" 6.60831138978247 8.44950641056057
"34" 7.93538842406124 4.23798725914676
"35" 1.09692088053562 7.94504854371771
"36" 7.26247141896747 3.78142517504748
"37" 8.06646182497498 2.99287772257812
"38" 8.23124896564986 0.914748104522005
"39" 6.44056896127295 7.07498216649983
"40" 7.89960773715284 2.99756573496852
"41" 5.5855082356371 3.09747924634721
"42" 5.29535483960062 9.7350625570165
"43" 7.88123050923459 9.33939490569755
"44" 0.278218211582862 3.39509510090575
"45" 4.72678781289142 7.21066483196337
"46" 7.37621515295468 2.39347601165064
"47" 6.99863115891348 2.73461620998569
"48" 4.72936055490281 7.65330606058706
"49" 8.63993511069566 1.25387942993548
"50" 0.781213152385317 8.97147179497406
"51" 8.80771516691893 8.540579050011
"52" 0.736369680985808 0.615278814127669
"53" 0.944259246718138 9.43402327613439
"54" 3.11567141325213 6.2626654847525
"55" 5.15822052701842 8.60573726783041
"56" 6.69701621788554 2.08516676397994
"57" 4.09894998334348 6.82126453458331
"58" 9.11764520364814 2.85394620278384
"59" 2.95421304244082 3.61364875861909
"60" 4.53843038920313 9.03248651404865
"61" 8.46761640508193 9.06210762937553
"62" 6.82692937797401 8.72559822485782
"63" 2.54692509423476 8.06348757988308
"64" 4.71718000823166 8.54856721069664
"65" 7.63691894623917 6.39381769166794
"66" 0.872540527256206 4.28575015370734
"67" 8.74861491043121 5.33708835376892
"68" 3.30638024667278 9.0314201829955
"69" 8.37845462299883 9.48285343598109
"70" 8.44183216358069 3.34518415131606
"71" 3.39810180847999 3.73158784122206
"72" 4.72828839558642 6.30978085375391
"73" 6.18478821495082 7.90649005365558
"74" 8.60822392308619 4.36894573664758
"75" 3.88864587505814 9.96680506039411
"76" 7.74719307308551 7.39045466477983
"77" 9.61091009634547 0.63016932704486
"78" 4.33332779845223 4.69328087046742
"79" 7.18374165692367 2.52019830173813
"80" 0.7276849841699 2.17923787559848
"81" 3.25870351414196 5.32246305088047
"82" 7.58367322697304 7.00307565710973
"83" 2.00711540239863 2.68620340412017
"84" 7.17027787433471 1.16851075051818
"85" 0.269882453721948 8.09420749095734
"86" 8.84639623810071 8.26758537604474
"87" 1.44369311104529 3.38431201484054
"88" 2.35621767877601 9.63618941849563
"89" 0.592848322633654 8.93923658852
"90" 6.4230466414243 2.25676873975899
"91" 8.72218137544114 6.20951521336101
"92" 7.7420215893304 8.91937840715982
"93" 7.9333520805696 7.35880663930438
"94" 4.58648075503297 5.27515041681472
"95" 8.01771945357323 4.18672387872357
"96" 8.1493318728637 0.837179573718458
"97" 6.0429713366786 4.97988145495765
"98" 6.55642638429999 4.7058314392576
"99" 8.36561623155139 7.76234357093926
"100" 2.79785540627781 0.235664140665904
"101" 9.92321611484513 2.65879279323853
"102" 6.32408115961589 3.49137846420053
"103" 2.17968360839877 3.21994421829004
"104" 1.28316717150155 9.33690836238675
"105" 4.71135077064391 8.1671408327762
"106" 9.29633120163344 4.07681445507333
"107" 5.91473228996619 8.75222482760437
"108" 9.7143626942765 6.18280750180129
"109" 6.69252299352083 9.75270961946808
"110" 3.55070356025826 6.75017548250034
"111" 4.31548510170542 1.4419973319862
"112" 1.43483020521235 8.23622982832603
"113" 0.165982102579437 3.01234289102722
"114" 7.13117723744363 5.52981615294702
"115" 1.03515734092798 3.12766764897387
"116" 7.71478457069024 9.17702253556345
"117" 6.46588776090648 0.177818130212836
"118" 9.91850699645001 1.81437872806564
"119" 7.59543781368993 3.55155261505861
"120" 4.88978484920226 4.35972404854838
"121" 1.79436970544048 3.45058430240024
"122" 7.57236907512415 4.83860996330623
"123" 7.73703570659272 6.4426098100841
"124" 5.17810175402556 1.10117597347125
"125" 2.00111495086458 7.59193317703903
"126" 2.294030871219 8.60794396931306
"127" 5.99937492262106 5.75073742547538
"128" 5.73574057451915 4.88201716169715
"129" 0.774763506348245 7.05983954181429
"130" 0.379290902381763 5.54241535260808
"131" 1.37058590063825 8.65593102707062
"132" 9.24758250387385 8.67890944720712
"133" 1.14946545260027 3.4167715257965
"134" 5.63080524487887 0.997045173007064
"135" 5.26950122462585 6.04735030983575
"136" 9.88227933056187 5.09297432058956
"137" 5.04347176407464 7.69009392703883
"138" 1.85147326528095 7.77508821878582
"139" 6.06630109676625 1.5676568772411
"140" 2.31431665865239 8.86480134457815
"141" 2.53444873937406 8.10732468697242
"142" 7.24057635823265 9.34235584184062
"143" 4.50853110058233 2.5530824364163
"144" 1.79325719282497 5.19427047623321
"145" 2.68383840667084 7.57122245593928
"146" 9.58794332961552 7.27244905754924
"147" 8.69357124676462 4.54701286177151
"148" 6.10724606334697 4.61202822558116
"149" 5.53787594405003 7.17830976708792
"150" 3.25378649227787 8.74381573970895
"151" 4.51050501386635 3.14314559798222
"152" 5.08016877055634 0.402749787899665
"153" 1.87396417458076 0.814656184287742
"154" 5.20521490133833 9.64225951579865
"155" 9.64821695731953 8.27671371742617
"156" 2.79205178406555 7.70047664453741
"157" 0.404152842890471 9.56035956915002
"158" 2.82939917990006 4.79055772605352
"159" 4.55008504872676 8.87066615319345
"160" 4.46097489350941 6.22625371592585
"161" 7.72642490495928 9.98510762194637
"162" 8.84230986095499 0.633360551507212
"163" 4.13665636163205 3.1578284267569
"164" 0.694250532239676 3.84327731302474
"165" 8.41237235651352 8.20515953230206
"166" 7.2070032679243 3.77298032878898
"167" 3.39643170379568 7.65481704142876
"168" 6.34425101082306 0.475122198555618
"169" 8.43702723802999 0.605077116470784
"170" 8.51702435801271 6.17149662123993
"171" 3.90541904293932 1.32976944567636
"172" 8.2657828069292 3.12834772097412
"173" 8.95781619166955 5.48298771274276
"174" 6.49871017639525 4.30863953751977
"175" 6.66037924014963 9.10426571189892
"176" 6.00649499187712 5.33487408088986
"177" 9.01621090818662 3.05423360101413
"178" 2.94753979204688 3.76094608635176
"179" 1.90019328347407 1.22713720984757
"180" 8.84414591430686 6.42052309319843
"181" 5.02609297372401 3.33816321482882
"182" 8.79384137454908 7.04725581153761
"183" 1.8715833283728 9.18355179498903
"184" 7.5163085478358 8.11214714962989
"185" 2.34761880184524 8.06758081249427
"186" 9.46902567229699 3.74966852199286
"187" 5.4460895179538 7.69022377477959
"188" 7.1955146738328 1.75512639668304
"189" 3.87125401224475 8.91285646765027
"190" 1.0397147933254 0.844200978567824
"191" 9.21177206120919 7.31922976963688
"192" 2.8240116273053 3.24349006221164
"193" 5.98636305665132 0.522513340297155
"194" 1.14359764016699 0.396109628211707
"195" 8.44978680519853 0.544842746504582
"196" 3.1691927672131 7.97771449852735
"197" 7.87603132817894 2.81582197744865
"198" 2.61554012226406 7.58668085825629
"199" 2.18494570930488 8.62061456057709
"200" 7.39468178190291 9.91779496830422
"201" 2.65884191903751 8.91648911463562
"202" 1.85022508152761 1.15652689773124
"203" 5.11897799177095 8.57271810211241
"204" 5.60018368582241 2.78759189890698
"205" 1.28775780622382 9.17084243837744
"206" 2.51341113378294 6.34774632109329
"207" 7.10227412241511 7.98202799935825
"208" 9.69391367060598 1.40166122107767
"209" 1.02929487228394 0.199611110123806
"210" 7.61643265744206 3.26348948357627
"211" 9.43991025558207 7.94284753808752
"212" 8.14595754120965 8.60283929328434
"213" 0.643403084855527 1.87533327005804
"214" 6.4517009826377 9.52086339753587
"215" 9.58462457526475 3.39994554051664
"216" 9.50551642864011 3.79072491931729
"217" 3.3554177061189 9.9712465031771
"218" 2.66882752375677 2.47309328839183
"219" 1.66580575536937 5.4472487921128
"220" 3.26633427252527 2.18625106869731
"221" 5.14722342025489 0.116541512240656
"222" 9.29695281661116 3.96204279256053
"223" 5.14021970627364 0.929233139497228
"224" 2.58495521037839 7.64561417337973
"225" 0.475664490740746 6.40456392089836
"226" 4.15326012193691 7.81776617520954
"227" 8.58741496608127 4.00579320678953
"228" 3.44671151156072 7.29444102335256
"229" 1.30081284553744 1.43427434742916
"230" 3.77277670046315 4.45179505706765
"231" 6.37165894787759 1.4625245335279
"232" 8.11874263710342 6.22372648536693
"233" 6.86460672768299 9.65161239143927
"234" 6.85419792798348 9.48065418277401
"235" 5.53353207597975 4.93482647344936
"236" 4.26379087232053 9.68586874529719
"237" 4.58292010638397 2.7034438761184
"238" 3.07089751984458 6.49709971458651
"239" 5.73485503508709 8.3745110136224
"240" 6.01283278749324 8.7273255241802
"241" 1.43880784888752 2.66771061015315
"242" 4.19281775483396 5.03479474680498
"243" 2.18043907713145 0.994702052162029
"244" 4.27586968070827 8.73386237749364
"245" 0.295724988891743 9.70317132039927
"246" 7.79939138786867 4.53535857975949
"247" 9.46064409946557 2.93871235877741
"248" 7.60293771654833 1.93569471600931
"249" 9.33364453578833 2.99599686060101
"250" 7.62776580867358 7.63837382048368
"251" 6.01171975501347 3.55463376210537
"252" 4.80432182590011 4.99253234758507
"253" 1.03703097857069 8.89168595271185
"254" 2.43368783087935 7.72427329928614
"255" 4.91736525534652 8.57170908388216
"256" 3.76217732795048 2.83489460358396
"257" 9.3397843627492 4.65542833507061
"258" 7.3955675768666 8.1742972413078
"259" 3.1653349443106 7.18196983186062
"260" 2.73287437167019 7.98696572650224
"261" 7.81971467135008 7.50358651343267
"262" 7.01153423248324 2.42200244034175
"263" 1.6995965478709 5.03669732096605
"264" 0.637927672523074 4.43056964420248
"265" 7.55619880927261 4.77278304575011
"266" 6.27327180176508 0.469972876622342
"267" 1.68708055529278 9.59100609268062
"268" 0.657217025966384 2.28456026096828
"269" 1.0011036070995 9.07785446401686
"270" 3.89063152612653 1.7400843428215
"271" 1.67706536315382 9.35768046588637
"272" 2.93825046233833 8.60763594461605
"273" 1.90940458888654 2.2872974850703
"274" 2.50496535839047 7.19562857355922
"275" 1.88211623181123 1.25055310798343
"276" 4.7829324304359 7.39243663637899
"277" 7.76547328757588 0.713451353274286
"278" 0.21328278130386 7.72387370031793
